60,68,45,80
80,73,58,80
80,75,53,80
80,82,66,80
0,53,39,480
0,56,31,480
0,63,43,480
480,66,61,480
0,75,56,480
0,78,56,480
0,68,44,480
0,53,40,480
0,57,36,480
480,65,68,480
0,65,55,1440
0,78,57,480
0,75,52,480
480,83,72,480
0,76,57,480
480,75,66,80
0,66,52,90
0,69,49,472
0,69,42,480
0,70,46,480
480,86,72,80
0,68,53,480
0,61,45,480
0,58,43,480
480,62,48,480
0,64,51,480
0,69,54,480
0,70,55,480
480,62,64,480
0,68,69,480
0,68,52,480
0,71,52,480
480,74,67,80
0,56,39,90
0,59,35,70
0,72,41,480
240,86,56,80
80,95,68,480
0,67,43,480
0,58,37,480
0,53,31,480
480,84,80,480
0,95,86,480
0,56,34,480
0,58,30,480
0,55,33,480
0,63,42,480
80,59,42,8
0,77,51,80
80,80,60,80
80,82,69,80
0,51,49,240
0,55,44,480
0,72,61,480
0,56,44,480
480,71,66,480
0,89,65,480
0,82,68,480
0,76,58,480
0,70,42,480
0,68,51,480
480,72,64,80
0,75,65,90
0,77,65,90
0,73,62,90
80,83,85,480
0,81,66,480
0,59,46,480
0,75,52,480
480,72,59,480
0,56,38,480
0,62,47,480
0,61,41,80
80,72,84,80
0,55,42,80
80,64,53,80
0,56,52,17
80,80,67,80
80,87,77,80
0,68,68,480
0,73,68,480
0,67,53,480
0,62,49,480
480,80,73,480
0,58,42,480
0,75,59,480
0,62,48,480
480,74,63,80
0,64,46,480
0,66,52,480
0,74,58,480
480,83,85,70
0,87,77,90
0,46,64,480
0,49,48,480
0,68,52,480
480,72,70,480
0,89,89,480
0,88,85,480
0,61,54,480
0,66,58,480
480,88,73,80
0,66,59,90
0,68,53,90
0,62,64,90
0,72,92,90
0,30,75,90
0,54,77,90
80,80,72,90
0,71,66,90
0,65,58,90
0,68,63,90
0,75,75,90
80,86,68,80
80,77,71,80
80,80,68,80
80,80,73,80
80,83,85,80
0,67,70,17
0,68,79,90
0,63,63,90
0,58,56,90
0,72,92,90
197,66,59,80
80,80,80,80
0,49,60,200
0,67,78,240
80,85,72,80
80,85,82,80
80,92,73,80
0,38,68,240
0,52,62,240
80,90,72,80
80,89,66,80
80,80,80,80
0,67,73,240
80,87,65,80
80,97,79,80
80,87,84,80
0,51,71,240
0,60,70,240
80,81,66,80
80,79,58,80
80,83,83,80
80,88,80,80
80,99,82,80
0,67,82,240
0,57,74,240
80,80,73,80
80,75,73,80
0,55,59,420
0,68,69,480
0,92,77,480
0,75,66,480
480,82,78,480
0,87,79,480
0,82,75,480
0,75,60,480
0,78,67,480
0,73,58,480
0,60,52,480
480,80,78,480
