~~~~~~~~~~
0,70,80,960
960,70,74,120
240,70,70,120
240,70,79,960
960,70,75,120
240,70,69,120
240,70,78,480
480,70,72,120
240,70,67,120
240,70,74,480
480,70,69,120
240,70,66,120
240,70,73,480
480,70,59,120
240,70,59,120
240,70,72,480
0,46,40,240
480,74,60,260
0,68,47,360
0,65,47,360
0,58,47,360
240,75,49,260
240,74,57,360
0,77,57,360
0,68,51,360
0,65,51,360
0,58,51,360
480,70,67,240
0,51,40,240
480,75,64,260
0,67,46,360
0,63,46,360
0,58,46,360
240,77,48,260
240,75,56,360
0,79,56,360
0,67,50,360
0,63,50,360
0,58,50,360
480,70,72,240
0,50,44,240
480,77,67,260
0,68,54,360
0,65,54,360
0,58,54,360
240,79,52,260
240,77,75,360
0,80,75,360
0,68,59,360
0,65,59,360
0,58,59,360
480,82,82,960
0,79,82,960
0,73,69,960
0,51,69,240
480,67,62,240
0,61,62,240
0,58,62,240
480,82,68,240
0,79,68,240
0,73,57,240
0,52,70,480
240,82,58,240
0,79,58,240
0,73,49,240
240,82,63,480
0,73,63,960
0,79,63,980
0,53,36,240
480,84,52,260
0,65,33,240
0,56,33,240
240,82,48,260
240,72,54,240
0,80,54,240
0,44,37,240
480,80,67,500
0,71,67,960
0,46,58,240
480,82,47,260
0,63,31,360
0,55,31,360
240,80,44,260
240,70,54,240
0,79,54,240
0,63,44,240
0,55,44,240
480,79,66,500
0,70,66,960
0,46,37,240
480,80,59,260
0,62,38,360
0,53,38,360
240,79,53,260
240,68,59,240
0,77,59,240
0,62,45,240
0,58,45,240
480,77,64,500
0,68,64,960
0,51,28,1440
480,79,60,260
0,63,35,360
0,58,35,360
240,77,49,260
240,75,53,240
0,67,53,240
0,63,57,240
0,58,57,240
480,70,65,240
0,46,61,240
480,74,49,260
0,68,32,360
0,65,32,360
0,58,32,360
240,75,60,260
240,74,63,360
0,77,63,360
0,68,32,360
0,65,32,360
0,58,32,360
480,70,69,240
0,51,43,240
480,75,68,260
0,67,37,360
0,63,37,360
0,58,37,360
240,77,64,260
240,75,73,360
0,79,73,360
0,67,48,360
0,63,48,360
0,58,48,360
480,70,76,240
0,50,60,240
480,77,72,260
0,68,62,360
0,65,62,360
0,58,62,360
240,79,62,260
240,77,75,360
0,80,75,360
0,68,66,360
0,65,66,360
0,58,66,360
480,82,89,720
0,79,89,720
0,73,75,720
0,51,61,240
480,67,42,240
0,61,42,240
0,58,42,240
240,79,74,240
0,82,74,240
240,73,80,480
0,52,32,480
240,82,73,240
0,79,73,240
240,73,64,960
0,53,43,240
240,82,72,260
240,84,64,260
0,65,49,240
0,56,49,240
240,82,58,260
240,72,54,240
0,80,54,240
0,44,37,240
480,71,65,960
0,46,43,240
240,80,69,260
240,82,65,260
0,63,31,480
0,55,31,480
240,80,63,260
240,70,51,240
0,79,51,240
0,63,41,240
0,55,41,240
480,70,63,960
0,46,33,240
240,79,46,260
240,80,58,260
0,62,40,480
0,53,40,480
240,79,45,260
