0,36,86,3840
0,48,103,240
120,48,77,3720
120,55,80,120
120,60,77,120
120,64,90,120
120,60,77,120
120,67,80,120
120,72,78,120
120,76,93,120
120,72,79,120
120,79,82,120
120,84,80,120
120,88,93,120
120,84,80,120
120,91,83,120
120,96,81,120
120,100,95,120
120,96,80,120
120,91,84,120
120,84,80,120
120,88,94,120
120,84,80,120
120,79,83,120
120,72,79,120
120,76,93,120
120,72,79,120
120,67,81,120
120,60,78,120
120,64,92,120
120,60,76,120
120,55,80,120
120,48,77,120
120,29,88,1920
0,41,104,1920
120,48,80,120
120,57,80,120
120,60,77,120
120,65,91,120
120,60,77,120
120,69,80,120
120,72,78,120
120,77,93,120
120,72,78,120
120,81,82,120
120,84,80,120
120,89,94,120
120,84,81,120
120,93,83,120
120,96,80,120
120,100,96,120
0,30,85,1920
0,42,101,1920
120,96,80,120
120,93,84,120
120,84,80,120
120,88,95,120
120,84,80,120
120,81,83,120
120,72,79,120
120,76,93,120
120,72,78,120
120,69,81,120
120,60,77,120
120,62,92,120
120,60,76,120
120,57,80,120
120,48,77,120
120,31,85,960
0,43,101,960
120,47,80,120
120,55,77,120
120,59,80,120
120,62,90,120
120,59,77,120
120,67,80,120
120,71,78,120
120,74,93,120
0,30,86,480
0,42,102,480
120,71,79,120
120,79,82,120
120,83,80,120
120,86,94,120
0,28,82,480
0,40,97,480
120,83,80,120
120,91,83,120
120,93,79,120
120,98,97,120
0,26,86,1920
0,38,102,1920
120,93,80,120
120,90,84,120
120,84,80,120
120,86,95,120
120,81,80,120
120,78,82,120
120,72,79,120
120,74,94,120
120,69,77,120
120,66,81,120
120,60,77,120
120,62,80,120
120,57,80,120
120,54,80,120
120,48,80,120
120,31,85,3840
0,43,101,3840
120,48,77,120
120,53,80,120
120,56,77,120
120,62,91,120
120,60,76,120
120,65,80,120
120,68,77,120
120,74,92,120
120,72,78,120
120,77,82,120
120,80,79,120
120,86,93,120
120,84,80,120
120,89,83,120
120,92,80,120
120,98,95,120
120,91,79,120
120,89,84,120
120,83,79,120
120,86,94,120
120,79,79,120
120,77,83,120
120,71,78,120
120,74,93,120
120,67,77,120
120,65,81,120
120,59,77,120
120,63,95,120
120,55,77,120
120,53,80,120
120,47,77,120
120,36,85,3840
0,48,101,240
120,48,76,3720
120,55,80,120
120,60,76,120
120,64,85,120
120,60,76,120
120,67,80,120
120,72,78,120
120,76,89,120
120,72,78,120
120,79,82,120
120,84,79,120
120,88,90,120
120,84,80,120
120,91,83,120
120,96,80,120
120,100,92,120
120,96,80,120
120,91,84,120
120,84,80,120
120,88,92,120
120,84,81,120
120,79,83,120
120,72,79,120
120,76,90,120
120,72,78,120
120,67,81,120
120,60,77,120
120,64,89,120
120,60,77,120
120,55,80,120
120,48,77,120
120,33,86,3840
0,45,103,3840
120,48,77,120
120,53,80,120
120,60,77,120
120,65,87,120
120,60,76,120
120,65,80,120
120,72,77,120
120,77,89,120
120,72,77,120
120,77,82,120
120,84,79,120
120,89,92,120
120,84,80,120
120,89,83,120
120,96,80,120
120,100,93,120
120,96,80,120
120,90,84,120
120,84,79,120
120,88,93,120
120,84,80,120
120,78,83,120
120,72,79,120
120,76,90,120
120,72,79,120
120,66,81,120
120,60,78,120
120,64,89,120
120,60,77,120
120,54,80,120
120,48,77,120
120,31,81,3840
0,43,96,3840
120,48,73,120
120,55,76,120
120,60,74,120
120,62,81,120
120,60,73,120
120,67,76,120
120,72,74,120
120,74,86,120
120,72,74,120
120,79,77,120
120,84,75,120
120,86,88,120
120,84,76,120
120,91,78,120
120,96,76,120
120,98,89,120
120,95,76,120
120,91,79,120
120,83,75,120
120,86,87,120
120,83,75,120
120,79,78,120
120,71,74,120
120,74,86,120
120,71,75,120
120,67,76,120
120,59,74,120
120,62,83,120
120,59,73,120
120,55,76,120
120,47,71,120
120,36,81,3840
0,48,96,3840
120,50,76,120
120,55,73,120
120,62,76,120
120,64,77,120
120,62,70,120
120,67,75,120
120,74,72,120
120,76,77,120
120,74,72,120
120,79,74,120
120,86,72,120
120,88,80,120
120,86,72,120
120,91,74,120
120,98,72,120
120,100,78,120
120,96,69,120
120,91,73,120
120,84,69,120
120,88,78,120
120,84,68,120
120,79,71,120
120,72,65,120
120,76,75,120
120,72,66,120
120,67,69,120
120,60,64,120
120,64,71,120
120,60,64,120
120,55,67,120
120,48,60,120
120,33,58,1920
0,45,69,1920
120,52,50,120
120,60,54,120
120,64,53,120
120,65,59,120
120,64,51,120
120,72,54,120
120,76,52,120
120,77,61,120
120,76,51,120
120,84,56,120
120,88,52,120
120,89,62,120
120,88,54,120
120,96,56,120
120,100,52,120
120,101,63,120
0,35,58,960
0,47,69,960
120,98,53,120
120,95,56,120
120,86,53,120
120,89,62,120
120,86,53,120
120,83,56,120
120,74,52,120
120,77,61,120
0,33,58,960
0,45,69,960
120,74,51,120
120,71,55,120
120,62,51,120
120,65,60,120
120,62,50,120
120,59,54,120
120,50,51,120
120,32,58,1920
0,44,69,1920
120,50,51,120
120,59,54,120
120,62,51,120
120,64,64,120
120,62,51,120
120,71,55,120
120,74,53,120
120,76,66,120
120,74,52,120
120,83,58,120
120,86,53,120
120,88,66,120
120,86,54,120
120,95,59,120
120,98,55,120
120,100,68,120
0,33,60,960
0,45,72,960
120,96,57,120
120,93,59,120
120,84,57,120
120,88,71,120
120,84,58,120
120,81,63,120
120,72,61,120
120,76,74,120
0,31,67,960
0,43,79,960
120,72,61,120
120,69,66,120
120,60,61,120
120,64,77,120
120,60,63,120
120,57,69,120
120,48,64,120
120,29,76,3840
0,41,90,3840
120,48,65,120
120,57,72,120
120,60,66,120
120,64,82,120
120,60,67,120
120,69,72,120
120,72,68,120
120,76,82,120
120,72,69,120
120,81,73,120
120,84,70,120
120,88,83,120
120,84,71,120
120,93,74,120
120,96,71,120
120,99,86,120
120,95,71,120
120,93,75,120
120,83,68,120
120,87,78,120
120,83,63,120
120,81,67,120
