creating an lstm...	
seeding with 40,40,40,180	
--------------------------	
40,40,40,180
120,53,43,240
480,55,32,480
240,53,37,240
240,57,37,240
360,63,41,1440
0,73,56,640
0,36,51,240
480,47,36,480
480,68,46,480
480,70,48,240
0,46,28,480
240,65,46,1200
240,67,54,240
0,69,47,240
240,72,58,1440
0,43,39,240
240,49,38,240
240,39,39,240
240,74,56,480
0,41,55,720
240,69,50,240
240,67,50,480
0,76,53,480
0,74,54,480
0,38,47,240
480,63,49,480
0,57,42,480
240,74,65,120
240,64,56,480
0,58,37,480
0,56,38,480
240,65,56,240
240,68,58,1440
0,48,63,240
480,53,35,240
240,59,44,240
240,51,45,240
240,54,51,480
480,70,50,475
0,73,49,475
0,72,57,60
0,46,44,480
360,66,50,120
240,79,68,360
0,76,59,360
0,61,51,360
0,65,54,360
0,68,49,306320,70,59,230
240,78,57,260
0,67,45,360
0,63,53,360
240,74,56,260
240,73,57,230
0,64,55,360
0,58,56,360
0,63,53,360
240,85,63,260
240,73,64,144
0,80,80,240
0,56,44,480
0,56,41,480
0,52,36,480
480,71,59,260
0,78,75,260
0,66,57,2160
0,65,39,228
0,62,55,220
240,71,61,260
0,76,55,240
0,82,73,240
0,53,41,228
0,61,51,48,720
0,62,41,240
320,82,55,210
0,89,54,270
0,75,44,240
240,84,57,260
240,79,59,240
0,76,53,240
0,81,57,240
240,89,67,360
0,85,70,360
0,87,69,360
0,78,66,360
0,68,56,360
0,70,62,360
360,87,74,360
0,77,75,360
0,77,86,360
0,40,66,360
360,81,75,260
0,70,60,240
0,56,65,240
480,75,88,960
0,97,79,960
0,39,66,240
0,53,74,240
240,79,82,230
0,67,57,480
0,63,59,475
240,75,77,260
240,77,86,260
0,77,72,360
0,73,84,360
0,60,60,360
0,56,57,360
0,58,67,390
240,79,79,210
0,88,93,220
0,56,68,240
240,70,88,240
0,77,88,240
0,66,68,240
240,73,79,480
0,78,86,480
0,73,72,240
0,61,68,240
0,72,94,240
240,77,93,720
0,76,77,740
0,85,76,720
0,29,61,960
0,46,64,960
240,82,74,240
0,75,84,240
240,79,67,240
0,84,66,240
0,86,69,240
0,89,81,240
94,57,74,240
240,99,83,120
0,86,77,120
0,89,86,120
240,82,86,360
0,87,94,360
0,89,85,360
0,84,94,360
0,61,68,360
0,54,70,360
0,54,80,360
480,84,87,480
0,89,89,480
0,82,86,240
0,33,64,120
0,48,83,140
120,68,81,360
0,77,88,360
0,54,61,360
480,59,64,480
0,69,74,480
0,64,83,480
0,60,66,480
480,67,73,480
0,69,90,480
0,38,72,480
0,39
